filepath,category,class,split
data\split\train\flowers\Tulip\fc51f2bf7e_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6bef58ebbb_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\cb25cd95ae_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\610e29d19b_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\d8eaa8401d_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\fb7f5d48d5_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\08ab3e33b6_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\41058d8df6_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a183f54e8d_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\610e29d19b.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\884363b232_aug0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\1799b1a7eb_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\158c13a6f6_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a8743abaf7_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c704027e9b.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\33fe8d1fbf_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a183f54e8d_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\0f5fe9bdc1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c1df7f5533_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\fc51f2bf7e_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\fb7f5d48d5_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c58a2513f5_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a20a2ece1f_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a20a2ece1f_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\77cce09001_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6bef58ebbb_aug0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\3d1ed14c0d_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\26bd2f142c.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\b7268ddf87_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\20bc2f9d0c_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6bef58ebbb.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\998d90de9f_aug0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\d5edf4c040_aug0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\998d90de9f_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\41058d8df6_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\12899a1a10.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\dcbd1aaa69_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\8984a05e20_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\9480b8d926.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\dcbd1aaa69_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4527842195_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\5d03c16d6b_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4527842195_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c5ed61e9c8_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c7a5659ad6_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\26bd2f142c_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\32d569a8cf_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\58d5b00a74.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\effa8bb642_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\8984a05e20_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\db264fb1f0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a69d0248e8_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\dcbd1aaa69_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a4241c6075_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\9480b8d926_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\0f5fe9bdc1_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\2e519600f0_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\08ab3e33b6_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\3d9fbc6d05_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a20a2ece1f_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\9afa0bf1c3_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\20bc2f9d0c_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\33fe8d1fbf_aug1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\9480b8d926_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\20bc2f9d0c_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\821eb5de6b_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\adf9d1a9a4_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\821eb5de6b_aug1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\8984a05e20_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\7d196978aa_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\fc51f2bf7e.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c1df7f5533_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6f8b97ee65_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\158c13a6f6_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a4241c6075_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\fb7f5d48d5_aug1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\effa8bb642_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\b7268ddf87_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4de2d31a7b_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6f8b97ee65.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\ec636c38b9_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6db95a54e1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\adf9d1a9a4_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\5d03c16d6b_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\adf9d1a9a4_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a4241c6075_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\9afa0bf1c3_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\3d9fbc6d05.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\884363b232_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\d8eaa8401d_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\19ef1ec203_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a183f54e8d_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\d8eaa8401d_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\bc06b0a7b5_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\d8eaa8401d_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\77cce09001_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\b7268ddf87_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\5d03c16d6b_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c7a5659ad6_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\bb08f9c900.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\adf9d1a9a4.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\cb25cd95ae_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4de2d31a7b_aug1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\b7268ddf87_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6bef58ebbb_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\adf9d1a9a4_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\abbccba553_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\d5edf4c040_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6f8b97ee65_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\2e46afc476_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c5ed61e9c8_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4de2d31a7b_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4527842195_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\1799b1a7eb_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\7d196978aa_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c5ed61e9c8_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\32d569a8cf_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\0629aeaec0_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\bebe4f75c1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a20a2ece1f_aug0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\8984a05e20_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\bebe4f75c1_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a69d0248e8_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6bef58ebbb_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\ebf56849af_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\5d03c16d6b.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4c74e8fd9f_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\dcbd1aaa69_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\0f5fe9bdc1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\adf9d1a9a4_aug1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\ec636c38b9_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\5d03c16d6b_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6db95a54e1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\0f5fe9bdc1_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\19ef1ec203_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\ec636c38b9_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c58a2513f5_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\5d03c16d6b_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\3d9fbc6d05_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6db95a54e1_aug0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\adf9d1a9a4_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6c81d69367_aug0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\3d9fbc6d05_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\7d196978aa_aug0_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a4241c6075_aug1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\adf9d1a9a4_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a8743abaf7_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4de2d31a7b_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6bef58ebbb_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\0f5fe9bdc1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6f8b97ee65_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\0629aeaec0_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\884363b232_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6c81d69367_aug0_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\998d90de9f_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c58a2513f5_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\158c13a6f6_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\19ef1ec203.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\1799b1a7eb_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a69d0248e8_aug2_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\20bc2f9d0c_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\4c74e8fd9f_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\8984a05e20.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c704027e9b_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\abbccba553_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c704027e9b_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\2e519600f0_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\bc06b0a7b5_aug1_aug0.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\33fe8d1fbf_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\bc06b0a7b5_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\32d569a8cf_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\2e519600f0_aug2_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\a20a2ece1f_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\6c81d69367_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\2e46afc476_aug1_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\cb25cd95ae.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\b7268ddf87_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\dcbd1aaa69_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\3d1ed14c0d_aug0_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\f1344ac099_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\32d569a8cf_aug1_aug1.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\bebe4f75c1_aug2_aug2.jpg,flowers,Tulip,train
data\split\train\flowers\Tulip\c1df7f5533_aug0_aug0.jpg,flowers,Tulip,train
data\split\val\flowers\Tulip\6bef58ebbb_aug2_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\2e46afc476_aug1.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\d8eaa8401d_aug2_aug1.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\158c13a6f6.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\4527842195_aug2_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\abbccba553.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\a4241c6075.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\998d90de9f_aug0_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\dcbd1aaa69_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\1799b1a7eb.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\41058d8df6.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\33fe8d1fbf_aug1_aug1.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\3d1ed14c0d_aug0_aug1.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\abbccba553_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\c7a5659ad6_aug1.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\d8eaa8401d_aug0_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\6f8b97ee65_aug0_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\6db95a54e1_aug0_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\4c74e8fd9f_aug0_aug1.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\5d03c16d6b_aug1_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\ebf56849af_aug0_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\ebf56849af_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\32d569a8cf_aug2_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\a183f54e8d_aug0_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\c704027e9b_aug2_aug1.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\32d569a8cf_aug1_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\a69d0248e8_aug2_aug2.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\8984a05e20_aug2_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\58d5b00a74_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\f1344ac099_aug2_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\3d1ed14c0d_aug0_aug0.jpg,flowers,Tulip,val
data\split\val\flowers\Tulip\c7a5659ad6_aug2.jpg,flowers,Tulip,val
data\split\test\flowers\Tulip\c1df7f5533_aug0_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\0f5fe9bdc1_aug2_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\bc06b0a7b5_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\bb08f9c900_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\9afa0bf1c3_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\6c81d69367_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\c58a2513f5.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\a4241c6075_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\b7268ddf87_aug0_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\6db95a54e1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\6db95a54e1_aug0_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\c7a5659ad6.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\32d569a8cf_aug2_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\9afa0bf1c3_aug2_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\821eb5de6b_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\c704027e9b_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\20bc2f9d0c_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\32d569a8cf_aug1_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\c704027e9b_aug2_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\aaebb4bcaa_aug2_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\fc51f2bf7e_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\6db95a54e1_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\0629aeaec0_aug2_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\aaebb4bcaa_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\bb08f9c900_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\f1344ac099_aug2_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\6bef58ebbb_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\ebf56849af_aug0_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\a183f54e8d.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\a183f54e8d_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\db264fb1f0_aug0_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\77cce09001_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\d8eaa8401d_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\2e46afc476_aug1_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\20bc2f9d0c_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\08ab3e33b6_aug2_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\fb7f5d48d5_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\5d03c16d6b_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\aaebb4bcaa_aug2_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\a8743abaf7.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\a183f54e8d_aug0_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\a8743abaf7_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\6f8b97ee65_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\26bd2f142c_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\4527842195_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\0629aeaec0_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\6bef58ebbb_aug2_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\a20a2ece1f.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\12899a1a10_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\4527842195_aug2_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\6bef58ebbb_aug0_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\c7a5659ad6_aug0_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\c704027e9b_aug2_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\effa8bb642_aug0_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\12899a1a10_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\58d5b00a74_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\7d196978aa_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\c7a5659ad6_aug0_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\5d03c16d6b_aug1_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\08ab3e33b6_aug2_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\b7268ddf87.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\c5ed61e9c8_aug2_aug1.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\4c74e8fd9f_aug0_aug0.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\1799b1a7eb_aug2_aug2.jpg,flowers,Tulip,test
data\split\test\flowers\Tulip\effa8bb642_aug0.jpg,flowers,Tulip,test
data\split\train\flowers\Waterlilies\17422ea10a_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\bb53b05e2f_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4560b86724_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\40c5dfc31c_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\957a3b85f6_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c206c14594.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f0b63dffb_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7593bb186f_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\76323b37e0_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\17422ea10a_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b0a037ce78.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\5260394eb9_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\5260394eb9_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fe995ebd7e_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7ede81356a.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\40c5dfc31c_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1a7cb9951e_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\27f3ed3c84_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\39f0efd27f_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\3256914716_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9057ef82d3_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7593bb186f_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\39f0efd27f_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4aeba8dec1_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\5042b98ee3_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1505a334c3_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4560b86724_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\42de9ec91f_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4e71838c46_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4aeba8dec1_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\093b2e4668_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c39be41802_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\23ee84770e_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7593bb186f_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\68c64dccfb_aug2_aug1.jpg,flowers,Waterlilies,train
